reason,level,reading,writing,page,column,entry_no,needs_review
duplicate_reading,N3,いとこ,従兄弟・従姉妹,181,left,02,
duplicate_reading,N3,だい,代,181,left,04,
duplicate_reading,N3,まご,孫,181,right,08,
duplicate_reading,N3,うし,牛,183,left,01,
duplicate_reading,N3,うま,馬,183,left,02,
duplicate_reading,N3,かう,飼う,183,left,03,
writing_exists_with_other_reading,N3,とう,頭,183,left,05,
duplicate_reading,N3,そば,蕎麦,184,left,02,
duplicate_reading,N3,ひらく,開く,184,left,05,
duplicate_reading,N3,こおり,氷,185,left,02,
duplicate_reading,N3,とかす,溶かす,185,left,04,
duplicate_reading,N3,はい,灰,185,left,05,
duplicate_reading,N3,かわる,替わる,185,right,02,
reserved_upper_level_reading,N3,しげん,資源,185,right,04,
duplicate_reading,N3,あさ,麻,186,left,01,
duplicate_reading,N3,しつ,質,186,left,05,
duplicate_reading,N3,めん,費,186,right,,
duplicate_reading,N3,あたる,当たる,187,left,01,
duplicate_reading,N3,のぼる,昇る,187,right,11,
duplicate_reading,N3,なる,鳴る,189,left,14,
duplicate_reading,N3,はずれる,外れる,189,left,15,
duplicate_reading,N3,はる,張る,189,right,16,
duplicate_reading,N3,ひがい,被害,189,right,17,
duplicate_reading,N3,もえる,燃える,189,right,19,
duplicate_reading,N3,ゆれる,揺れる,189,right,21,
duplicate_reading,N3,きゅうりょう,丘陵,190,left,02,
duplicate_reading,N3,こう,浴,190,left,,
duplicate_reading,N3,さか,坂,190,right,,
duplicate_reading,N3,さん,山,190,right,,
duplicate_reading,N3,あける,空ける,191,left,01,
writing_exists_with_other_reading,N3,くう,空,191,left,02,
duplicate_reading,N3,そこ,底,191,left,03,
duplicate_reading,N3,あたり,辺り,191,right,00,
duplicate_reading,N3,かんきょう,環境,191,right,03,
duplicate_reading,N3,きこく,上帰国,191,right,04,
duplicate_reading,N3,きんじょ,近所,191,right,05,
duplicate_reading,N3,しゅう,州,192,left,07,
duplicate_reading,N3,しゅっしん,出身,192,left,08,
writing_exists_with_other_reading,N3,しょ,所,192,left,o,
duplicate_reading,N3,とし,都市,192,right,,
writing_exists_with_other_reading,N3,ない,内,192,right,,
duplicate_reading,N3,はなれる,離れる,193,left,19,
duplicate_reading,N3,まわり,周り,193,right,06,
duplicate_reading,N3,すすむ,進む,194,left,07,
duplicate_reading,N3,すすめる,進める,194,left,08,
duplicate_reading,N3,ちかづく,近づく,194,right,,
duplicate_reading,N3,つきあたり,突き当たり,194,right,,
duplicate_reading,N3,てん,点,194,right,,
duplicate_reading,N3,のぼる,上る,194,right,,
duplicate_reading,N3,はし,端,195,left,15,
duplicate_reading,N3,むく,向く,195,left,19,
duplicate_reading,N3,むける,向ける,195,left,20,
duplicate_reading,N3,よる,寄る,195,right,22,
duplicate_reading,N3,じょう,場,196,right,,
duplicate_reading,N3,えん,園,196,right,,
duplicate_reading,N3,はくぶつかん,博物館,197,left,04,
duplicate_reading,N3,ばん,番,198,left,00,
duplicate_reading,N3,かい,会,198,left,01,
bad_reading_chars,N3,いき・ゆき,行き,199,left,01,
duplicate_reading,N3,おろす,下ろす・降ろす,199,left,02,
duplicate_reading,N3,しゃ,車,199,left,05,
duplicate_reading,N3,しんごう,信号,199,right,om,
duplicate_reading,N3,たつ,発つ,200,left,03,
duplicate_reading,N3,ちかみち,近道,200,left,14,
duplicate_reading,N3,とおる,通る,200,right,,
duplicate_reading,N3,とっきゅう,特急,200,right,,
duplicate_reading,N3,きゅうこう,急行,201,right,04,
duplicate_reading,N3,こむ,込む・混む,201,right,08,
duplicate_reading,N3,こんざつ,混雑,201,right,oe,
bad_reading_chars,N3,ジェットき,ジェット機,201,right,07,
duplicate_reading,N3,まにあう,間に合う,202,right,,
duplicate_reading,N3,かわる,代わる,203,left,01,
duplicate_reading,N3,とおり,通り,203,left,04,
duplicate_reading,N3,パン,van,203,left,oe,
bad_reading_chars,N3,つうじる・つうずる,通じる,204,right,,
duplicate_reading,N3,とどく,届く,204,right,,
duplicate_reading,N3,こうこく,広告,205,left,02,
duplicate_reading,N3,のせる,載せる,205,right,05,
reserved_upper_level_reading,N3,ふきゅう,普及,205,right,07,
duplicate_reading,N3,ブログ,blog,205,right,om,
duplicate_reading,N3,ホームページ,homepage,206,left,09,
duplicate_reading,N3,きじ,記事,206,left,03,
duplicate_reading,N3,じょうほう,情報,206,left,,
bad_reading_chars,N3,スポーツちゅうけい,スポー中継,206,right,05,
bad_reading_chars,N3,テレビばんぐみ,テレビ番組,206,right,07,
duplicate_reading,N3,きろく,記録,207,left,02,
duplicate_reading,N3,しょうひ,消費,207,left,03,
duplicate_reading,N3,スキー,ski,207,left,04,
duplicate_reading,N3,とぶ,跳ぶ,207,right,oe,
duplicate_reading,N3,おうえん,応援,207,right,02,
bad_writing_chars,N3,かるた,carta・歌留多,209,left,02,
duplicate_reading,N3,かんこう,観光,209,left,03,
bad_reading_chars,N3,はく・ぱばく,泊,209,right,00,
duplicate_reading,N3,かい,会,210,left,02,
duplicate_reading,N3,さくひん,作品,210,left,04,
duplicate_reading,N3,えんげき,演劇,211,right,08,
duplicate_reading,N3,ばめん,場面,212,left,09,
duplicate_reading,N3,かく,各,213,left,01,
duplicate_reading,N3,ちょう,兆,213,right,07,
duplicate_reading,N3,あう,合う,214,left,00,
duplicate_reading,N3,かぞえる,数える,214,right,04,
duplicate_reading,N3,けいさん,計算,214,right,05,
duplicate_reading,N3,わりあい,割合,215,left,15,
duplicate_reading,N3,あさい,浅い,215,right,01,
duplicate_reading,N3,おく,奥,215,right,05,
duplicate_reading,N3,かさねる,重ねる,216,left,06,
duplicate_reading,N3,こい,濃い,216,left,10,
duplicate_reading,N3,こう,高,216,left,01,
duplicate_reading,N3,こえる,越える・超える,216,left,02,
duplicate_reading,N3,さい,最,216,right,,
duplicate_reading,N3,しゅるい,種類,216,right,,
duplicate_reading,N3,しょうすう,少数,217,left,19,
duplicate_reading,N3,すこしも,少しも,217,left,21,
duplicate_reading,N3,そう,総,217,left,24,
writing_exists_with_other_reading,N3,そく,足,217,left,25,
duplicate_reading,N3,つき,付き,218,left,31,
duplicate_reading,N3,つく,付く,218,left,32,
duplicate_reading,N3,つづく,続く,218,left,34,
duplicate_reading,N3,ばい,倍,218,right,05,
duplicate_reading,N3,はば,幅,218,right,00,
duplicate_reading,N3,ひろがる,広がる,219,left,42,
duplicate_reading,N3,ひろげる,広げる,219,left,43,
duplicate_reading,N3,ふそく,不足,219,left,47,
writing_exists_with_other_reading,N3,ぶん,分,219,right,49,
duplicate_reading,N3,へらす,減らす,219,right,51,
duplicate_reading,N3,へる,減る,219,right,52,
duplicate_reading,N3,めい,名,220,left,07,
duplicate_reading,N3,わずか,僅か,220,left,09,
duplicate_reading,N3,おいこす,追い越す,220,right,03,
duplicate_reading,N3,くりかえす,繰り返す,220,right,04,
duplicate_reading,N3,じゅんばん,順番,220,right,05,
duplicate_reading,N3,れつ,列,221,left,11,
duplicate_reading,N3,かた,型,221,right,ot,
duplicate_reading,N3,くろ,黒,221,right,03,
duplicate_reading,N3,しかく,四角,221,right,95,
duplicate_reading,N3,しま,結,221,right,oe,
duplicate_reading,N3,しょく,色,222,left,10,
duplicate_reading,N3,しろ,白,222,left,01,
needs_review,N3,心各語言,柴,223,right,27,reading_has_non_kana
duplicate_reading,N3,かがく,化学,224,left,94,
duplicate_reading,N3,きほん,基本,224,right,,
bad_reading_chars,N3,きほんてき(な),基本的(な),224,right,,
duplicate_reading,N3,きょう,教,224,right,,
duplicate_reading,N3,こうか,効果,224,right,,
duplicate_reading,N3,しかく,資格,225,left,13,
duplicate_reading,N3,どくしょ,読書,225,left,14,
duplicate_reading,N3,こう,校,225,right,oz,
duplicate_reading,N3,うつす,写す,226,right,01,
duplicate_reading,N3,かわる,換わる,227,left,05,
duplicate_reading,N3,けっせき,欠席,227,left,07,
duplicate_reading,N3,さい,祭,227,left,08,
duplicate_reading,N3,てんすう,点数,227,right,12,
duplicate_reading,N3,とどける,届ける,227,right,13,
duplicate_reading,N3,クリスマス,christmas,228,left,03,
duplicate_reading,N3,まつり,祭り,228,left,04,
needs_review,N3,特左款已健XL,夸玉衝-,229,left,01,reading_has_non_kana;writing_has_unexpected_chars;reading_has_ocr_artifact
duplicate_reading,N3,かん,缶,229,left,02,
duplicate_reading,N3,こくばん,黒板,229,left,05,
duplicate_reading,N3,しゅうり,修理,229,right,09,
duplicate_reading,N3,タオル,towel,230,left,03,
bad_reading_chars,N3,ふくろ・ぶくろ,袋,230,right,,
writing_exists_with_other_reading,N3,ぶつ,物,231,left,25,
needs_review,N3,和和,梳‧碗,232,left,39,reading_has_non_kana;writing_has_unexpected_chars
duplicate_reading,N3,エアコン,airconditioning,232,right,05,
duplicate_reading,N3,かぐ,家具,232,right,05,
duplicate_reading,N3,さす,指す,233,left,13,
duplicate_reading,N3,せき,席,233,right,48,
duplicate_reading,N3,せんたくき,洗決機,233,right,20,
duplicate_reading,N3,たんす,たんす,234,left,24,
bad_reading_chars,N3,でんしレンジ,電子レンジ,234,left,27,
duplicate_reading,N3,まくら,枕,234,right,04,
duplicate_reading,N3,さら,皿,235,left,01,
bad_reading_chars,N3,メモリー・メモリ,memon,235,left,04,
bad_reading_chars,N3,CDドライブ,CD drive,235,right,01,
bad_reading_chars,N3,DVDデッキ,DVD deck,235,right,02,
bad_reading_chars,N3,DVDドライブ,DVD drive,235,right,03,
duplicate_reading,N3,うつる,写る,235,right,04,
duplicate_reading,N3,キーボード,keyboard,236,left,08,
duplicate_reading,N3,コピー,copy,236,left,,
duplicate_reading,N3,つける,点ける,236,left,12,
bad_reading_chars,N3,でんきスタンド,電気スタンド,236,right,,
duplicate_reading,N3,マウス,mouse,237,left,24,
duplicate_reading,N3,きゅうけい,休憩,238,left,04,
duplicate_reading,N3,こうかん,交換,238,left,05,
duplicate_reading,N3,じしん,自信,238,right,07,
duplicate_reading,N3,じつりょく,実力,238,right,,
duplicate_reading,N3,じゅう,重,238,right,,
duplicate_reading,N3,しゅうしょく,就職,238,right,01,
duplicate_reading,N3,じゅうよう,重要,239,left,12,
duplicate_reading,N3,せいこう,成功,239,left,16,
duplicate_reading,N3,せきにん,責任,239,left,17,
duplicate_reading,N3,だいひょう,代表,239,right,19,
duplicate_reading,N3,つうきん,通勤,239,right,20,
duplicate_reading,N3,ふく,副,239,right,22,
reserved_upper_level_reading,N3,へんこう,変更,239,right,23,
duplicate_reading,N3,やくだつ,役立つ,240,left,28,
duplicate_reading,N3,やめる,辞める,240,right,,
duplicate_reading,N3,ゆうり,有利,240,right,,
duplicate_reading,N3,れい,例,240,right,,
duplicate_reading,N3,れいがい,例外,240,right,,
duplicate_reading,N3,いし,医師,241,left,02,
bad_reading_chars,N3,ウェーター・ウェイター,ウェーター・ウェイター,241,left,03,
bad_reading_chars,N3,ウェートレス・ウェイトレ,ウェートレス・ウェイトレ,241,left,04,
duplicate_reading,N3,うんてんしゅ,運転手,241,left,06,
duplicate_reading,N3,かいしゃいん,会社員,241,right,11,
duplicate_reading,N3,かんごし,看護師,242,left,15,
duplicate_reading,N3,きしゃ,記者,242,left,16,
duplicate_reading,N3,きょういん,教員,242,left,01,
duplicate_reading,N3,きょうし,教師,242,right,00,
duplicate_reading,N3,ぎんこういん,銀行員,242,right,01,
duplicate_reading,N3,けいえい,経営,242,right,02,
duplicate_reading,N3,さっか,作家,243,left,26,
bad_reading_chars,N3,スポーツせんしゅ,スポーツ選手,243,right,33,
duplicate_reading,N3,つうやく,通訳,243,right,38,
duplicate_reading,N3,パート,parttime之略,244,left,04,
duplicate_reading,N3,ひきうける,引き受ける,244,left,05,
duplicate_reading,N3,べんごし,弁護士,244,right,,
writing_exists_with_other_reading,N3,ゆうびんきょくいん,郵便局,245,left,52,
duplicate_reading,N3,かたづける,片付ける,245,left,02,
duplicate_reading,N3,せいり,整理,245,right,05,
duplicate_reading,N3,ふく,拭く,245,right,09,
duplicate_reading,N3,さん,産,246,left,03,
duplicate_reading,N3,しょう,商,246,left,05,
duplicate_reading,N3,しんぽ,進歩,246,left,06,
duplicate_reading,N3,せいさん,生産,246,right,07,
duplicate_reading,N3,たつ,建つ,246,right,08,
duplicate_reading,N3,かえる,代える・換える・える,247,left,02,
duplicate_reading,N3,けいやく,契約,247,left,03,
duplicate_reading,N3,じどう,自動,247,left,04,
duplicate_reading,N3,しょうひん,商品,247,left,05,
duplicate_reading,N3,むすぶ,結ぶ,247,right,00,
duplicate_reading,N3,かえる,返る,248,left,01,
duplicate_reading,N3,かり,借り,248,right,04,
duplicate_reading,N3,きゅうりょう,給料,248,right,05,
duplicate_reading,N3,さがる,下がる,248,right,06,
duplicate_reading,N3,とく,得,249,left,11,
duplicate_reading,N3,ぶっか,物価,249,left,14,
duplicate_reading,N3,いりょうひ,医療費,249,right,02,
mixed_katakana_writing,N3,がすりょうきん,ガス料金,250,left,07,
bad_reading_chars,N3,タクシーだい,タクシー代,251,left,23,
bad_reading_chars,N3,タクシーりょうきん,タクシー料金,251,left,24,
bad_reading_chars,N3,チケットだい,チケット代,251,left,25,
bad_reading_chars,N3,バスだい,バス代,252,left,34,
bad_reading_chars,N3,バスりょうきん,バス料金,252,left,35,
duplicate_reading,N3,りょう,料,252,right,,
bad_reading_chars,N3,レンタルりょう,レンタル料,252,right,,
duplicate_reading,N3,あずかる,預かる,252,right,,
duplicate_reading,N3,せつやく,節約,253,right,oe,
writing_exists_with_other_reading,N3,こく,国,254,left,92,
duplicate_reading,N3,こくせき,国籍,254,left,04,
duplicate_reading,N3,しょう,省,254,left,05,
duplicate_reading,N3,せんきょ,選挙,254,right,,
duplicate_reading,N3,ちょう,町,254,right,,
duplicate_reading,N3,せん,戦,255,left,01,
duplicate_reading,N3,たおす,倒す,255,left,02,
duplicate_reading,N3,たま,弾,255,right,08,
duplicate_reading,N3,へいわ,平和,255,right,05,
duplicate_reading,N3,きんえん,禁煙,256,left,03,
duplicate_reading,N3,きんし,禁止,256,left,04,
reserved_upper_level_reading,N3,しょうめい,証明,256,right,05,
duplicate_reading,N3,はんにん,犯人,256,right,,
mixed_katakana_writing,N3,いつのまにか,何時の間にヵ,257,left,02,
duplicate_reading,N3,いんしょう,印象,257,left,03,
duplicate_reading,N3,うむ,生む,257,left,04,
duplicate_reading,N3,おもい,思い,257,right,07,
duplicate_reading,N3,かまう,構う,257,right,00,
duplicate_reading,N3,かん,感,258,left,11,
bad_reading_chars,N3,かんじる・かんずる,感じる・感ずる,258,left,02,
duplicate_reading,N3,かんしん,感心,258,left,13,
duplicate_reading,N3,かんどう,感動,258,left,14,
duplicate_reading,N3,きんちょう,緊張,258,left,05,
duplicate_reading,N3,くやしい,悔しい,258,left,16,
duplicate_reading,N3,しあわせ,幸せ,258,right,,
duplicate_reading,N3,すごい,凄い,258,right,,
duplicate_reading,N3,そんけい,尊敬,258,right,,
duplicate_reading,N3,のんびり,のんびり,259,left,24,
duplicate_reading,N3,ひみつ,秘密,259,left,25,
duplicate_reading,N3,ふしぎ,不思議,259,left,27,
duplicate_reading,N3,まさか,まさか,259,right,01,
duplicate_reading,N3,まんぞく,満足,259,right,32,
duplicate_reading,N3,ゆたか,豊か,260,left,35,
duplicate_reading,N3,ゆめ,夢,260,left,36,
duplicate_reading,N3,よい,良い,260,left,37,
duplicate_reading,N3,らく,楽,260,left,38,
duplicate_reading,N3,きぼう,希望,260,right,,
duplicate_reading,N3,さす,刺す,260,right,,
duplicate_reading,N3,さんか,参加,261,left,09,
duplicate_reading,N3,じまん,自慢,261,left,12,
duplicate_reading,N3,しんせい,申請,261,left,14,
duplicate_reading,N3,すすめる,薦める,261,right,45,
duplicate_reading,N3,つづける,続ける,261,right,09,
duplicate_reading,N3,なおす,直す,262,left,21,
bad_reading_chars,N3,ふちゅうい(な),不注意(な),262,left,02,
duplicate_reading,N3,まかせる,任せる,262,left,23,
duplicate_reading,N3,まもる,守る,262,left,02,
duplicate_reading,N3,もくてき,目的,262,left,26,
duplicate_reading,N3,ゆずる,譲る,262,right,08,
duplicate_reading,N3,にんき,人気,262,right,03,
duplicate_reading,N3,ふまん,不満,263,left,05,
duplicate_reading,N3,めいわく,迷惑,263,left,07,
duplicate_reading,N3,めんどう,面倒,263,left,08,
duplicate_reading,N3,りゅうこう,流行,263,left,09,
duplicate_reading,N3,さけぶ,叫ぶ,263,right,oz,
duplicate_reading,N3,たのしみ,楽しみ,263,right,04,
duplicate_reading,N3,たまる,溜まる,264,left,04,
duplicate_reading,N3,ふあん,不安,264,right,04,
duplicate_reading,N3,かんしゃ,感謝,265,left,01,
duplicate_reading,N3,ゆるす,許す,265,right,08,
duplicate_reading,N3,れい,礼,265,right,09,
duplicate_reading,N3,あいかわらず,相変わらず,266,left,01,
duplicate_reading,N3,いがい,意外,266,left,,
duplicate_reading,N3,かのう,可能,266,right,07,
duplicate_reading,N3,かわる,変わる,266,right,08,
duplicate_reading,N3,かんそう,感想,266,right,00,
duplicate_reading,N3,そうぞう,想像,267,left,12,
duplicate_reading,N3,ていあん,提案,267,left,14,
bad_reading_chars,N3,まし(な),まし(な),267,left,17,
duplicate_reading,N3,あてる,当てる,267,right,01,
duplicate_reading,N3,かくにん,確認,268,left,05,
duplicate_reading,N3,かくれる,隠れる,268,left,,
duplicate_reading,N3,きっと,きっと,268,right,05,
duplicate_reading,N3,ことわる,断る,268,right,,
duplicate_reading,N3,さんせい,賛成,268,right,,
duplicate_reading,N3,しゅだん,手段,268,right,,
duplicate_reading,N3,たしか,確か,268,right,,
duplicate_reading,N3,たしかめる,確かめる,269,left,15,
duplicate_reading,N3,たてる,立てる,269,left,16,
duplicate_reading,N3,チェック,check,269,left,18,
duplicate_reading,N3,ちがい,違い,269,left,19,
duplicate_reading,N3,ちょうさ,調査,269,left,20,
duplicate_reading,N3,つける,付ける・附ける・着ける,269,right,21,
duplicate_reading,N3,てきとう,適当,269,right,22,
duplicate_reading,N3,できる,できる,269,right,23,
duplicate_reading,N3,はんたい,反対,270,left,28,
bad_reading_chars,N3,ふかのう(な),不可能(な),270,left,29,
duplicate_reading,N3,かいけつ,解決,270,left,09,
needs_review,N3,護(WALw<,解生,270,left,92,reading_has_non_kana;reading_has_ocr_artifact;unbalanced_parentheses
duplicate_reading,N3,だいたい,大体,270,right,09,
duplicate_reading,N3,だいぶ,大分,271,left,10,
duplicate_reading,N3,ついに,遂に,271,left,12,
duplicate_reading,N3,とく,特,271,left,13,
duplicate_reading,N3,とくちょう,特徴,271,left,14,
duplicate_reading,N3,なっとく,納得,271,left,15,
duplicate_reading,N3,ひじょう,非常,271,left,16,
bad_reading_chars,N3,ベつ,別,271,right,17,
bad_reading_chars,N3,べつベつ,別々,271,right,18,
duplicate_reading,N3,まとめる,纏める,271,right,20,
bad_reading_chars,N3,やはり・やっぱり,やはり・やっぱり,271,right,01,
duplicate_reading,N3,りかい,理解,271,right,22,
duplicate_reading,N3,わかれる,分かれる,271,right,23,
duplicate_reading,N3,わける,分ける,272,left,24,
duplicate_reading,N3,あたりまえ,当たり前,272,left,01,
duplicate_reading,N3,うる,得る,272,left,02,
duplicate_reading,N3,かん,観,272,left,04,
duplicate_reading,N3,くふう,工夫,272,left,06,
duplicate_reading,N3,くわしい,詳しい,272,right,,
duplicate_reading,N3,けっか,結果,272,right,,
duplicate_reading,N3,せいかく,正確,272,right,,
duplicate_reading,N3,ちしき,知識,272,right,,
duplicate_reading,N3,とおり,通り,273,left,13,
duplicate_reading,N3,とく,解く,273,left,14,
duplicate_reading,N3,とくい,得意,273,left,15,
duplicate_reading,N3,とける,解ける,273,left,16,
duplicate_reading,N3,ないよう,内容,273,left,17,
duplicate_reading,N3,はっけん,発見,273,right,09,
duplicate_reading,N3,ふかめる,深める,273,right,21,
duplicate_reading,N3,ほうほう,方法,273,right,22,
duplicate_reading,N3,まちがい,間違い,273,right,23,
duplicate_reading,N3,まちがえる,間違える,274,left,25,
duplicate_reading,N3,ミス,miss,274,left,27,
mixed_katakana_writing,N3,りょく,カ,274,left,28,
