reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
あいこ,あいこ,あいこ,不分勝負、不相上下,hiragana,653,left,01,あいこ
アダルトサイト,アダルトサイト,あだるとさいと,成人網站,katakana,653,left,02,adult site
いじる,弄る,いじる,太無、改動、機構,kanji,653,left,03,弄る
ガイドブック,ガイドブック,がいどぶっく,指南、入門書、旅遊指南手冊,katakana,653,left,05,guidebook
かけっこ,駆けっこ,かけっこ,賽跑、愛好嗜好娯人,kanji,653,left,06,駆けっこ
かざぐるま,風車,かざぐるま,風車,kanji,653,right,09,風車
かんらん,観覧,かんらん,觀覽、參歡,kanji,653,right,40,観覧
くうぜん,空前,くうぜん,空前,kanji,653,right,01,空前
ごばん,碁盤,ごばん,圍棋棋盤,kanji,654,left,03,碁盤
にづくり,荷造り,にづくり,準備行李、捆行李、包眉,kanji,654,left,04,荷造り
パチンコ,パチンコ,ぱちんこ,仿柏青哥、小網珠,katakana,654,left,05,パチンコ
ひきとる,引き取る,ひきとる,退出、退下、離開、領取、收購、領來照顧,kanji,654,left,04,引き取る
マッサージ,マッサージ,まっさあじ,按摩、指壓、推拿,katakana,654,left,07,massage
まり,鞠,まり,用橡膠、皮革、布等做的、球,kanji,654,left,09,鞠
あぶらえ,油絵,あぶらえ,油畫,kanji,655,left,01,油絵
いける,生ける,いける,把鮮花、樹枝等手到容器禅、植物,kanji,655,left,02,生ける
がくげい,学芸,がくげい,學術和藝術、文藝,kanji,655,left,03,学芸
カット,カット,かっと,削捧、出除、前頭髪、手,katakana,655,left,04,cut
げい,芸,げい,武藝、技能、演技、曲藝、雜技、藝術、遊藝,kanji,655,right,06,芸
こっとうひん,骨董品,こっとうひん,人古董,kanji,655,right,07,骨董品
コンテスト,コンテスト,こんてすと,比賽、競賽,katakana,655,right,08,contest
さいく,細工,さいく,精細的手藝、品、工鞭品、要、花招、玩弄技巧、搞鬼,kanji,655,right,09,細工
しゅっぴん,出品,しゅっぴん,出品,kanji,656,left,12,出品
しゅほう,手法,しゅほう,藝術或文學表現的、手法,kanji,656,left,13,手法
ショー,ショー,しょお,表演、展覧品,katakana,656,left,04,show
すい,律,すい,到若精粹、精華、通曉人情世故、圓、漠漏、風流、純粋、生,kanji,656,left,05,律
てんじ,展示,てんじ,部的、静態的,kanji,656,right,,展示
どくそう,独創,どくそう,獨創,kanji,657,left,23,独創
はんが,版画,はんが,版書、木刻,kanji,657,left,25,版画
びようしゃ,描写,びようしゃ,描寫、描繪、描述,kanji,657,left,26,描写
がんかざい,文化財,がんかざい,文物、文化希産、文化財富、音樂,kanji,657,left,29,文化財
アンコール,アンコール,あんこおる,歸功、要求、重演、再來、演、唱、一次、呼聲,katakana,657,right,01,encore
がくふ,楽譜,がくふ,樂譜,kanji,657,right,02,楽譜
しゃみせん,三味線,しゃみせん,三弦,kanji,657,right,04,三味線
すいそう,吹奏,すいそう,吹奏,kanji,658,left,00,吹奏
たんか,短歌,たんか,短歌、日本傳統和歌、由五七五七七、狂、形式組成、共三十一音,kanji,658,left,07,短歌
トーン,トーン,とおん,調子、音調、色調,katakana,658,left,08,tone
ねいろ,音色,ねいろ,還音色出、品發出優美的音色,kanji,658,left,09,音色
ぎきょく,戯曲,ぎきょく,劇本、有腳本、戲劇,kanji,659,left,04,戯曲
きげき,喜劇,きげき,喜劇、滑稽劇、滑稽的事情,kanji,659,left,05,喜劇
きゃくほん,脚本,きゃくほん,戲劇、電影、廣播等、劇本、腳本,kanji,659,left,06,脚本
げんさく,原作,げんさく,原作、原著、原文,kanji,659,left,07,原作
シナリオ,シナリオ,しなりお,電影劇本、脚本、劇情説明書、走向,katakana,659,left,09,scenario
しゅえん,主演,しゅえん,主演、主角、戲劇、舞蹈、電影,kanji,659,left,10,主演
しゅじんこう,主人公,しゅじんこう,小說等的、主人公、主角,kanji,659,right,01,主人公
しゅつえん,出演,しゅつえん,演出、登台,kanji,659,right,12,出演
ソロ,ソロ,そろ,猫唱、猫奏、軍獲表演,katakana,659,right,14,solo
だいほん,台本,だいほん,電影、戲劇'、廣播等、腳本、劇本,kanji,659,right,05,台本
こベつ,個別,こべつ,個別,kanji,660,left,02,個別
じゃっかん,若干,じゃっかん,若干、少許、一些,kanji,660,left,04,若干
ダース,ダース,だあす,大思、一、打、十二個,katakana,660,left,00,dozen
だいたすう,大多数,だいたすう,大多數、大部分、形,kanji,660,right,06,大多数
たすうけつ,多数決,たすうけつ,多數決定、多數表決,kanji,660,right,07,多数決
たんいつ,単一,たんいつ,單一、單獨、單純、構造、簡單,kanji,660,right,08,単一
とっぱ,突破,とっぱ,突破、超過,kanji,661,left,13,突破
ないし,万至,ないし,乃至、或是'或者,kanji,661,left,14,万至
のべ,延べ,のべ,延長,kanji,661,left,15,延べ
まっぷぶたつ,真っ二つ,まっぷぶたつ,兩半,kanji,661,left,16,真っ二つ
ワット,ワット,わっと,所特、瓦、電力單位、了,katakana,661,right,07,watt
あわす,合わす,あわす,他互、合在一起、合併、總加起來、混合、配在一起、配合'使適應、對照、核天,kanji,661,right,01,合わす
あんざん,暗算,あんざん,名他功、心算,kanji,661,right,02,暗算
かんさん,換算,かんさん,換算,kanji,661,right,04,換算
きっちり,きっちり,きっちり,側-言、正好、恰好,hiragana,661,right,08,きっちり
しゅうけい,集計,しゅうけい,合計、總計,kanji,662,left,00,集計
ばいりつ,倍率,ばいりつ,倍率、放大率、入學考試的、競爭率、讓放大倍率,kanji,662,left,01,倍率
おおかた,大方,おおかた,語出、大部分、多半、大體、一般人、大家、諸位,kanji,663,left,03,大方
おおはば,大幅,おおはば,名'形動、質幅、的布、大幅度、'廣浸,kanji,663,left,04,大幅
おおむね,概ね,おおむね,名'副、大概、大致、大部分,kanji,663,left,05,概ね
かいばつ,海拓,かいばつ,海拔,kanji,663,right,0m,海拓
しゃめん,人ジ面,しゃめん,斜面、傾斜面、斜城、衣,kanji,664,left,06,人ジ面
ジャンボ,ジャンボ,じゃんぼ,各全、巨大的,katakana,664,left,07,jumbo
しゅじゅ,種々,しゅじゅ,生生、種種、各種、多種、多方,kanji,664,left,08,種々
たかが,高が,たかが,程度、數量等、不成問題、僅僅、不過是,kanji,664,left,30,高が
はんば,半端,はんば,形動、零頭、零星、不徹底、零數、怕、無用的人,kanji,665,left,25,半端
ひってき,匹敵,ひってき,匹敵,kanji,665,left,27,匹敵
ふんだん,ふんだん,ふんだん,素動、很多、大量,hiragana,665,left,28,ふんだん
へいほう,平方,へいほう,平方、自乗、面積單位、平方,kanji,665,left,29,平方
ほどほど,程程,ほどほど,適當的、恰如其分的、過得去,kanji,665,left,30,程程
まみれ,塗れ,まみれ,第尾、沾污、沾滿、容量、長度、面積、重量等,kanji,665,left,31,塗れ
まるごと,丸ごと,まるごと,完整、完全、全部地、整個、不切開,kanji,665,right,32,丸ごと
みたす,満たす,みたす,滿足、填滿,kanji,665,right,34,満たす
みっしゅう,密集,みっしゅう,密集、雲集,kanji,665,right,35,密集
めかた,目方,めかた,重量、分量,kanji,665,right,37,目方
りっぽう,立方,りっぽう,立方,kanji,666,left,03,立方
あべこべ,あべこべ,あべこべ,至玲、順序、位置、關係等、顛倒、相反,hiragana,666,left,01,あべこべ
うわまわる,上回る,うわまわる,超過、超出、能力、優越、届,kanji,666,left,02,上回る
おつ,乙,おつ,立方,kanji,666,left,03,乙
はいれつ,配列,はいれつ,配列,kanji,667,left,12,配列
ひんばん,頻繁,ひんばん,形動、頻繁、屢次,kanji,667,left,14,頻繁
へいれつ,並列,へいれつ,吉-調務、並列、並排,kanji,667,left,15,並列
ゆうい,優位,ゆうい,優勢、優越地位,kanji,667,left,16,優位
あざやか,鮮やか,あざやか,喝動、顏色或形象鮮明美麗、鮮豔、技術、或動作精彩的樣子、出色,kanji,667,right,09,鮮やか
あわい,淡い,あわい,顏色或味道等清淡、威覺不這麼強、淡薄、微小、物體或光線隱約可見,kanji,667,right,03,淡い
くみあわせる,組み合わせる,くみあわせる,編在一起、交叉在一起、搭在一起、配合、編組,kanji,667,right,0e,組み合わせる
こうたく,光沢,こうたく,信光澤、還,kanji,668,left,08,光沢
こげちゃ,焦げ茶,こげちゃ,人濃茶色、深棕色、古銅色、所,kanji,668,left,09,焦げ茶
コントラスト,コントラスト,こんとらすと,多對比、對照、光、反差、對比度,katakana,668,left,10,contrast
ずあん,図案,ずあん,全圖案、設計、設計圖,kanji,668,left,12,図案
いくせい,育成,いくせい,培養、培育、扶植,kanji,669,left,01,育成
がくせつ,学説,がくせつ,學說,kanji,669,left,02,学説
きょうしゅう,教習,きょうしゅう,化-他、訓練、教習,kanji,669,left,04,教習
こうがく,工学,こうがく,分工學、工程學,kanji,669,left,05,工学
こうこがく,考古学,こうこがく,考古學,kanji,669,right,0e,考古学
こうさく,工作,こうさく,人-凶功、機器等、製作、土木工程等,kanji,669,right,,工作
ざだんかい,座談会,ざだんかい,座談會,kanji,669,right,08,座談会
しゅうとく,習得,しゅうとく,學沂、學會,kanji,670,left,11,習得
じゅく,塾,じゅく,補習班、私塾,kanji,670,left,02,塾
しんど,進度,しんど,進度,kanji,670,left,03,進度
せっきょう,説教,せっきょう,記号、說教、教誨,kanji,670,left,04,説教
てびき,手引き,てびき,引導、指南、入門手冊；介紹,kanji,670,left,05,手引き
ドリル,ドリル,どりる,鑽頭、訓練、練習,katakana,670,right,07,dril
ほうがく,法学,ほうがく,法學、法律學,kanji,670,right,00,法学
ゆうぼう,有望,ゆうぼう,有希亡、有前途,kanji,670,right,01,有望
ようせい,養成,ようせい,培養、培訓、造就,kanji,670,right,02,養成
レッスン,レッスン,れっすん,一課、課程、課業、學習,katakana,671,left,23,lesson
かがい,課外,かがい,課外,kanji,671,left,02,課外
がんしょ,願書,がんしょ,申請書,kanji,671,left,03,願書
きぞう,寄贈,きぞう,捐贈、贈送,kanji,671,left,04,寄贈
きょうがく,共学,きょうがく,男女或黑白人種、同校、同班、學習,kanji,671,left,05,共学
さずける,授ける,さずける,人下、授予、賦予、賜給、教授、傳授,kanji,671,right,07,授ける
とうこう,登校,とうこう,所四仿、學生、上學校、到校,kanji,671,right,00,登校
へいさ,義鎖,へいさ,義鎖,kanji,671,right,01,義鎖
ぼこう,母校,ぼこう,母校,kanji,671,right,42,母校
めんじよょ,免除,めんじよょ,免除、義務、責任等、章,kanji,672,left,03,免除
うかる,受かる,うかる,伍考上、及格、上榜、吧,kanji,672,left,02,受かる
オリエンテーション,オリエンテーション,おりえんてえしょん,定向、定位、確定方針、新人教育、事前說明會,katakana,672,left,03,orientation
カンニング,カンニング,かんにんぐ,客員、考試時的、作商、所,katakana,672,left,04,cunning
サボる,sabotage 之略,さぼる,他八、俗、人怠工、偷懶、逃、學、上曠、課,kanji,673,left,13,sabotage 之略
しゅつだい,出題,しゅつだい,各自、考試、詩歌、出題,kanji,673,left,15,出題
しんにゅうせい,新入生,しんにゅうせい,新生,kanji,673,right,48,新入生
せいれつ,整列,せいれつ,整列,kanji,673,right,19,整列
そうかい,総会,そうかい,總會、全體大會,kanji,673,right,21,総会
ちょうこう,聴講,ちょうこう,聴講,kanji,673,right,23,聴講
どうきゅう,同級,どうきゅう,同等級、等級相同、同班、同年級,kanji,674,left,25,同級
ヒント,ヒント,ひんと,友示、暗示、提示,katakana,674,left,28,hint
ぼっしゅう,没収,ぼっしゅう,司法護分的、当収、査抄,kanji,674,left,30,没収
いんきよ,隠居,いんきよ,隠居,kanji,675,left,01,隠居
うちあげる,打ち上げる,うちあげる,往高處、打上去、發射,kanji,675,left,02,打ち上げる
えんだん,縁談,えんだん,親事、提親、説媒,kanji,675,left,03,縁談
かんれき,還暦,かんれき,花甲、滿、周歲的別稱,kanji,675,left,05,還暦
きこん,既婚,きこん,已婚,kanji,675,left,06,既婚
きたる,来る,きたる,點來、到來、引起、發生、下次的,kanji,675,right,07,来る
さいこん,再婚,さいこん,所軍功再婚、改嫁,kanji,675,right,08,再婚
さんご,産後,さんご,婦女、分娩之後,kanji,675,right,09,産後
しゅさい,主催,しゅさい,主名、単導,kanji,675,right,11,主催
しんこん,新婚,しんこん,新婚、的人,kanji,675,right,42,新婚
せいだい,盛大,せいだい,盛大'規模宏大、降軍、器,kanji,676,left,03,盛大
セレモニー,セレモニー,せれもにい,各典禮、儀式、圖,katakana,676,left,14,ceremony
ていねん,定年,ていねん,退休年齡、齊,kanji,676,left,15,定年
ねんが,年賀,ねんが,賀年、拜年、譯,kanji,676,left,16,年賀
はき,破棄,はき,文件、契約、合同等、廢棄、廢除'、劑,kanji,676,left,17,破棄
ひなまつり,雛祭り,ひなまつり,女見節、桃花節、偶人節,kanji,676,left,19,雛祭り
あみ,網,あみ,用縄、線ヽ鐵弥等編的、網、法綱,kanji,677,left,01,網
あやつる,操る,あやつる,操控、操縱、駕駛'、駕馭、掌握、精通、語言,kanji,677,left,02,操る
うちわ,団扇,うちわ,園局、相撲、裁判遍,kanji,677,left,03,団扇
がんぐ,玩具,がんぐ,玩具,kanji,677,left,05,玩具
クレーン,クレーン,くれえん,吊車、起重機,katakana,677,right,0e,crane
