level,reading,writing,page,column,entry_no,needs_review
N4,おめでとうございます,おめでとうございます,77,right,10,MANUAL_REVIEW
N4,それはいけませんね,,78,left,11,
N4,おこさん,お子さん,78,left,01,
N4,むすこさん,息子さん,78,left,92,
N4,むすめさん,娘さん,78,left,03,
N4,おじょうさん,お嬢さん,78,left,04,
N4,こうこうせい,高校生,78,right,05,
N4,だいがくせい,大学生,78,right,,
N4,せんぱい,先輩,78,right,,
N4,きゃく,客,78,right,,
N4,てんいん,店員,78,right,,
N4,しゃちょう,社長,78,right,,
N4,おかねもち,お金持ち,78,right,,
N4,しみん,市民,79,left,12,
N4,きみ,君,79,left,13,
N4,いん,員,79,left,14,
N4,かた,方,79,left,15,
N4,だんせい,男性,79,left,01,
N4,じょせい,女性,79,left,02,
N4,かのじょ,彼女,79,left,03,
N4,かれ,彼,79,right,04,
N4,かれし,彼氏,79,right,08,
N4,みな,皆,79,right,08,
N4,あつまる,集まる,79,right,09,
N4,あつめる,集める,79,right,10,
N4,つれる,連れる,80,left,11,
N4,かける,欠ける,80,left,12,
N4,そぼ,祖母,80,left,02,
N4,おや,親,80,left,03,
N4,しゅじん,主人,80,right,05,
N4,つま,妻,80,right,05,
N4,かない,家内,80,right,,
N4,あかちゃん,赤ちゃん,80,right,,
N4,あかんぼう,赤ん坊,80,right,,
N4,そだてる,育てる,80,right,,
N4,こそだて,子育て,81,left,12,
N4,にる,似る,81,left,13,
N4,ぼく,僕,81,left,14,
N4,しんせつ,親切,81,left,01,
N4,ていねい,丁寧,81,left,02,
N4,ねっしん,熱心,81,left,03,
N4,いつっしょうけんめい,一生懸命,81,right,05,
N4,やさしい,優しい,81,right,06,
N4,てきとう,適当,81,right,07,
N4,おかしい,可笑しい,81,right,08,
N4,こまかい,細かい,81,right,09,
N4,さわぐ,騒ぐ,81,right,10,
N4,ひどい,酷い,81,right,11,
N4,かんけい,関係,82,left,01,
N4,しょうかい,紹介,82,left,02,
N4,せわ,世話,82,left,03,
N4,わかれる,別れる,82,left,04,
N4,あいさつ,挨拶,82,left,05,
N4,けんか,喧嘩,82,left,06,
N4,えんりよょ,遠慮,82,right,07,
N4,しつれい,和失礼,82,right,08,
N4,じゆう,自由,82,right,00,
N4,しゅうかん,習慣,82,right,01,
N4,ちから,力,82,right,02,
N4,かっこう,格好・情好,83,left,01,
N4,かみ,髪,83,left,02,
N4,ひげ,,83,left,04,
N4,くぴび,首,83,left,05,
N4,せなか,背中,83,right,07,
N4,うで,腕,83,right,08,
N4,ゆび,指,83,right,09,
N4,おなら,,84,left,12,
N4,いきる,生きる,84,left,01,
N4,なくなる,亡くなる,84,left,02,
N4,うごく,動く,84,left,03,
N4,さわる,触る,84,left,04,
N4,ねむい,眠い,84,right,05,
N4,ねむる,眠る,84,right,05,
N4,かわく,乾く,84,right,,
N4,ふとる,太る,84,right,,
N4,やせる,痩せる,84,right,,
N4,ダイエット,diet,84,right,,
N4,よわい,弱い,85,left,01,
N4,おる,折る,85,left,01,
N4,ねつ,熱,85,left,02,
N4,けが,怪我,85,left,04,
N4,かふんしょう,花粉症,85,left,05,
N4,たおれる,倒れる,85,right,06,
N4,にゅういん,入院,85,right,07,
N4,ちゅうしゃ,注射,85,right,08,
N4,ぬる,塗る,85,right,09,
N4,おみまい,お見舞い,85,right,10,
N4,であい,具合,85,right,11,
N4,なおる,治る,86,left,12,
N4,たいいん,退院,86,left,13,
N4,やめる,止める,86,left,14,
N4,ヘルパー,helper,86,left,15,
N4,おいしゃさん,お医者さん,86,left,16,
N4,てしまう,,86,left,17,
N4,うんどう,運動,86,right,01,
N4,テニス,tennis,86,right,02,
N4,テニスコート,tennis court,86,right,03,
N4,じゅうどう,和柔道,86,right,04,
N4,すいえい,水泳,86,right,05,
N4,かける,駆ける・過ける,86,right,05,
N4,うつ,打つ,87,left,07,
N4,すべる,滑る,87,left,08,
N4,なげる,投げる,87,left,09,
N4,しあい,試合,87,left,10,
N4,きょうそう,競争,87,left,11,
N4,かつ,勝つ,87,left,12,
N4,しっぱい,失敗,87,right,13,
N4,まける,負ける,87,right,14,
N4,えだ,枝,88,left,01,
N4,くさ,草,88,left,02,
N4,ひらく,開く,88,left,04,
N4,みどり,緑,88,left,05,
N4,ふかい,深い,88,right,,
N4,うえる,植える,88,right,,
N4,おれる,折れる,88,right,,
N4,くも,雲,88,right,,
N4,つき,月,88,right,,
N4,ほし,星,89,left,11,
N4,じしん,地震,89,left,12,
N4,きせつ,季節,89,left,14,
N4,ひえる,冷える,89,left,15,
N4,やむ,止む,89,left,16,
N4,さがる,下がる,89,left,17,
N4,はやし,林,89,right,18,
N4,もり,森,89,right,09,
N4,ひかり,区,89,right,20,
N4,ひかる,光る,89,right,21,
N4,どんどん,,89,right,23,
N4,くうき,空気,90,left,01,
N4,いし,石,90,left,03,
N4,すな,砂,90,left,04,
N4,ガソリン,gasoline,90,left,05,
N4,ガラス,(荷) glas,90,left,00,
N4,きぬ,絹,90,right,,
N4,ナイロン,nylon,90,right,,
N4,もめん,木綿,90,right,,
N4,すてる,捨てる,90,right,,
N4,かたい,固い・硬い・堅い,90,right,,
N4,つける,漬ける,91,left,01,
N4,つつむ,包む,91,left,02,
N4,やく,焼く,91,left,03,
N4,やける,焼ける,91,left,04,
N4,わかす,沸かす,91,left,05,
N4,わく,沸く,91,right,06,
N4,あじ,味,91,right,00,
N4,あじみ,味見,91,right,08,
N4,におい,句い,91,right,09,
N4,にがい,苦い,91,right,10,
N4,やわらかい,和柔らかい,91,right,11,
N4,おおさじ,大匙,92,left,12,
N4,こさじ,小匙,92,left,03,
N4,コーヒーカップ,coffee cup,92,left,14,
N4,ラップ,wrap,92,left,15,
N4,ゆうはん,タ飯,92,left,00,
N4,したく,支度,92,left,02,
N4,じゅんぴ,準備,92,right,,
N4,ようい,用意,92,right,,
N4,しょくじ,食事,92,right,,
N4,かむ,噛む,92,right,,
N4,のこる,残る,92,right,,
N4,しょくりょうひん,食料品,92,right,,
N4,こめ,米,93,left,09,
N4,みそ,味噌,93,left,10,
N4,ジャム,jam,93,left,11,
N4,ぶどう,入人荷,93,left,13,
N4,がいしょく,外食,93,left,01,
N4,ごちそう,御有馳走,93,right,02,
N4,きつえんせき,喫煙席,93,right,03,
N4,きんえんせき,禁煙席,93,right,04,
N4,あく,空く,93,right,05,
N4,えんかい,富会,93,right,06,
N4,かんげいかい,歓迎会,93,right,08,
N4,そうべつかい,送別会,94,left,09,
N4,たベべほうだい,食べ放題,94,left,10,
N4,のみほうだい,飲み放題,94,left,01,
N4,おつまみ,,94,left,12,
N4,サンドイッチ,sandwich,94,left,03,
N4,ケーキ,cake,94,left,14,
N4,サラダ,salad,94,right,,
N4,ステーキ,steak,94,right,,
N4,てんぷら,天ぷら,94,right,,
N4,だいきらい,大嫌い,94,right,,
N4,かわりに,代わりに,94,right,,
N4,レジ,register 之略,94,right,,
N4,きもの,着物,95,left,01,
N4,したぎ,下着,95,left,02,
N4,てぶくろ,手袋,95,left,03,
N4,イヤリング,earring,95,left,04,
N4,さいふ,財布,95,left,05,
N4,ぬれる,濡れる,95,left,06,
N4,回稍!~服碩濡札名,,95,right,07,reading_has_kanji_or_noise|MANUAL_REVIEW
N4,よごれる,汚れる,95,right,07,
N4,サンダル,sandal,95,right,08,
N4,はく,履く,95,right,09,
N4,ゆびわ,指輪,95,right,10,
N4,いと,終,95,right,11,
N4,アクセサリー,accessary,96,left,13,
N4,スーツ,suit,96,left,14,
N4,ソフト,soft,96,left,15,
N4,ハンドバッグ,handbag,96,left,16,
N4,つける,付ける,96,left,17,
N4,おくじょう,屋上,97,left,01,
N4,かべ,壁,97,left,02,
N4,すいどう,水道,97,left,03,
N4,おうせつま,応接間,97,left,04,
N4,てん,点,97,left,05,
N4,おしいれ,押し入れ・押入れ,97,right,06,
N4,ひきだし,引き出し,97,right,07,
N4,ふとん,布団,97,right,08,
N4,カーテン,curtain,97,right,00,
N4,かける,掛ける,97,right,00,
N4,かざる,飾る,98,left,11,
N4,むかう,向かう,98,left,12,
N4,たてる,建てる,98,left,01,
N4,ビル,building 之略,98,left,02,
N4,エスカレーター,escalator,98,left,03,
N4,おたく,お宅,98,left,04,
N4,じゅうしょ,住所,98,right,,
N4,きんじょ,近所,98,right,,
N4,るす,留守,98,right,,
N4,うつる,移る,98,right,,
N4,ひっこす,引っ越す,98,right,,
N4,げしゅく,下宿,98,right,,
N4,せいかつ,生活,99,left,01,
N4,なまごみ,生ごみ,99,left,12,
N4,もえるごみ,燃えるごみ,99,left,13,
N4,いっぱん,一般,99,left,14,
N4,ふべん,不便,99,left,15,
N4,にかいだて,二階建て,99,left,16,
N4,かがみ,鏡,99,right,17,
N4,たな,棚,99,right,02,
N4,スーツケース,suitcase,99,right,03,
N4,れいぼう,冷房,99,right,04,
N4,ガスコンロ,(和荷) gas+ 規炉,100,left,07,
N4,かんそうき,乾燥機,100,left,08,
N4,コインランドリー,coin- operated laundry,100,left,09,
N4,ステレオ,stereo,100,left,10,
N4,けいたいでんわ,携帯電話,100,left,11,
N4,ベル,bel,100,left,12,
N4,なる,鳴る,100,right,03,
N4,タイプ,type,100,right,,
N4,どうぐ,道具,100,right,,
N4,きかい,機械,100,right,,
N4,つける,点ける,100,right,,
N4,つく,点く,100,right,,
N4,まわる,回る,101,left,05,
N4,はこぶ,運ぶ,101,left,06,
N4,こしょう,故障,101,left,07,
N4,こわれる,壊れる,101,left,08,
N4,われる,割れる,101,left,09,
N4,なくなる,無くなる,101,left,10,
N4,とりかえる,取り替える,101,right,11,
N4,なおす,直す,101,right,12,
N4,なおる,直る,101,right,13,
N4,とこや,床屋,102,left,01,
N4,こうどう,講堂,102,left,02,
N4,かいじょう,会場,102,left,03,
N4,じむしょ,事務所,102,left,04,
N4,きょうかい,教会,102,left,05,
N4,じんじゃ,神社,102,right,,
N4,てら,寺,102,right,,
N4,どうぶつえん,動物園,102,right,,
N4,びじゅつかん,美術館,102,right,,
N4,ちゅうしゃじょう,駐車場,102,right,,
N4,くうこう,空港,103,left,11,
N4,ひこうじょう,飛行場,103,left,12,
N4,こくさい,国際,103,left,13,
N4,みなと,港,103,left,14,
N4,こうじょう,工場,103,left,15,
N4,オートバイ,auto bicycle,103,right,02,
N4,きしゃ,汽車,103,right,03,
N4,ふつう,普通,103,right,04,
N4,きゅうこう,急行,103,right,05,
N4,とっきゅう,特急,103,right,06,
N4,ガソリンスタンド,(和製英語) !【 gasoline+stand,104,left,08,
N4,こうつう,交通,104,left,09,
N4,とおり,通り,104,left,10,
N4,じこ,事故,104,left,01,
N4,こうじちゅう,工事中,104,left,42,
N4,わすれもの,忘れ物,104,left,13,
N4,ばんせん,番線,104,right,,
N4,いっぽうつうこう,一方通行,104,right,,
N4,うちがわ,内側,104,right,,
N4,そとがわ,外側,104,right,,
N4,ちかみち,近道,105,left,04,
N4,せき,席,105,left,05,
N4,うんてんせき,運転席,105,left,07,
N4,じゆうせき,自由席,105,left,09,
N4,つうこうどめ,通行止め,105,left,10,
N4,きゅうプレーキ,急 brake,105,right,11,
N4,しゅうでん,終電,105,right,12,
N4,しんごうむし,信号無視,105,right,13,
N4,ちゅうしゃいはん,駐違反,105,right,14,
N4,うんてん,運転,105,right,01,
N4,とおる,通る,105,right,02,
N4,のりかえる,乗り換える,106,left,03,
N4,ふむ,踏む,106,left,05,
N4,とまる,止まる,106,left,06,
N4,ひろう,拾う,106,left,07,
N4,おりる,下りる・降りる,106,left,08,
N4,かよう,通う,106,right,00,
N4,もどる,戻る,106,right,01,
N4,よる,寄る,106,right,02,
N4,ゆれる,揺れる,106,right,03,
N4,あそび,遊び,107,left,01,
N4,おもちゃ,玩具,107,left,02,
N4,ことり,小鳥,107,left,03,
N4,めずらしい,珍しい,107,left,04,
N4,つる,釣る,107,left,05,
N4,しゅっぱつ,出発,107,right,07,
N4,あんない,案内,107,right,08,
N4,けんぶつ,見物,107,right,09,
N4,たのしむ,楽しむ,107,right,10,
N4,けしき,上景色,107,right,11,
N4,みえる,見える,108,left,12,
N4,りょかん,旅館,108,left,13,
N4,とまる,泊まる,108,left,14,
N4,おみやげ,お土産,108,left,15,
N4,しゅみ,趣味,108,left,01,
N4,ばんぐみ,番組,108,left,02,
N4,てんらんかい,展覧会,108,left,03,
N4,はなみ,花見,108,right,,
N4,にんぎょう,人形,108,right,,
N4,ピアノ,piano,108,right,,
N4,コンサート,concert,108,right,,
N4,ラップ,rap,108,right,,
N4,おと,音,108,right,,
N4,おどり,踊り,109,left,11,
N4,おどる,踊る,109,left,12,
N4,うまい,,109,left,13,
N4,しょうがつ,正月,109,left,01,
N4,おまつり,お祭り,109,left,02,
N4,おこなう,行う・行なう,109,left,03,
N4,おいわい,お祝い,109,left,04,
N4,いのる,祈る,109,right,05,
N4,プレゼント,プレゼント,109,right,06,
N4,おくりもの,贈り物,109,right,07,
N4,うつくしい,美しい,109,right,08,
N4,あげる,上げる,109,right,99,
N4,しょうたい,招待,109,right,10,MANUAL_REVIEW
N4,きょういく,教育,110,left,,
N4,しょうがっこう,小学校,110,left,02,
N4,ちゅうがっこう,中学校,110,left,03,
N4,こうこう・こうとうがっこう,,110,left,00,
N4,がくぶ,学部,110,left,05,
N4,せんもん,専門,110,left,06,
N4,げんごがく,言語学,110,right,07,
N4,けいざいがく,和経済学,110,right,03,
N4,いがく,医学,110,right,,
N4,すうがく,数学,110,right,,
N4,れきし,歴史,111,left,13,
N4,けんきゅう,研究,111,left,14,
N4,にゅうがく,入学,111,left,01,
N4,よしゅう,予習,111,left,02,
N4,ふくしゅう,復習,111,left,03,
N4,こうぎ,講義,111,left,05,
N4,じてん,辞典,111,right,06,
N4,ひるやすみ,昼休み,111,right,07,
N4,レポート,report,111,right,09,
N4,ぜんき,前期,111,right,10,
N4,こうき,後其,111,right,11,
N4,そつぎょう,座業,111,right,12,
N4,そつぎょうしき,卒業式,111,right,13,
N4,えいかいわ,英会話,112,left,14,
N4,にゅうもんこうざ,入門講座,112,left,16,
N4,かんたん,簡単,112,left,17,
N4,こたえ,答え,112,left,18,
N4,まちがえる,間違える,112,left,19,
N4,うつす,写す,112,right,,
N4,せん,線,112,right,,
N4,てん,点,112,right,,
N4,おちる,沙ちる,112,right,,
N4,りよう,利用,112,right,,
N4,いじめる,苦める,112,right,,
N4,ねむたい,眠たい,112,right,,
N4,うけつけ,受付,113,left,01,
N4,うんてんしゅ,運転手,113,left,02,
N4,かんごし,看護師,113,left,03,
N4,けいかん,警官,113,left,04,
N4,けいさつ,警察,113,left,05,
N4,こうむいん,公務員,113,right,07,
N4,はいしゃ,歯医者,113,right,08,
N4,しんぶんしゃ,新聞社,113,right,10,
N4,こうぎょう,工業,113,right,11,
N4,じきゅう,時給,114,left,12,
N4,みつける,見付ける,114,left,13,
N4,さがす,探す・捜す,114,left,14,
N4,けいかく,計画,114,left,01,
N4,よてい,予定,114,left,92,
N4,とちゅう,途中,114,left,03,
N4,かたづける,片付ける,114,right,04,
N4,たずねる,訪ねる,114,right,05,
N4,よう,用,114,right,05,
N4,ようじ,用事,114,right,,
N4,りょうほう,両方,114,right,,
N4,つごう,都合,114,right,,
N4,てつだう,手伝う,114,right,,
N4,かいぎ,会議,115,left,11,
N4,ぎじゅつ,技術,115,left,12,
N4,うりば,売り場,115,left,13,
N4,才2,off,115,left,14,reading_has_kanji_or_noise|MANUAL_REVIEW
N4,おくれる,遅れる,115,left,01,
N4,がんばる,頑張る,115,left,02,
N4,きびしい,厳しい,115,right,03,
N4,なれる,慣れる,115,right,04,
N4,できる,出来る,115,right,05,
N4,しかる,叱る,115,right,06,
N4,あやまる,謝る,115,right,07,
N4,さげる,下げる,115,right,08,
N4,やめる,辞める,115,right,09,
N4,きかい,機会,116,left,10,
N4,いちど,一度,116,left,11,
N4,つづける,続ける,116,left,13,
N4,ゆめ,夢,116,left,14,
N4,パート,part,116,left,15,
N4,てつだい,手伝い,116,right,,
N4,かいぎしつ,会議室,116,right,,
N4,ぶちょう,部長,116,right,,
N4,かちょう,課長,116,right,,
N4,すすむ,進む,116,right,,
N4,チェック,check,116,right,,
N4,べつ,別,117,left,22,
N4,むかえる,迎える,117,left,23,
N4,すむ,済む,117,left,24,
N4,ねぼう,寝坊,117,left,25,
N4,ノートパソコン,noteboa personal computer 之略,117,left,01,
N4,デスクトップパソコン,,117,left,02,
N4,キーボード,keyboard,117,right,08,
N4,マウス,mouse,117,right,04,
N4,スタートボタン,start button,117,right,08,
N4,クリック,クリック,117,right,09,
N4,にゅうりょく,入力,117,right,07,
N4,ホームページ,homepage,118,left,09,
N4,ブログ,blog,118,left,00,
N4,インストール,instal,118,left,11,
N4,じゅしん,受信,118,left,12,
N4,しんきさくせい,新規作成,118,left,43,
N4,メール,mail,118,right,05,
N4,メールアドレス,mail ddress,118,right,05,
N4,アドレス,address,118,right,07,
N4,あてさき,宛先,118,right,,
N4,けんめい,件名,118,right,,
N4,そうにゅう,挿入,118,right,,
N4,さしだしにん,差出人,119,left,21,
N4,てんぶ,添付,119,left,22,
N4,そうしん,送信,119,left,23,
N4,てんそう,転送,119,left,24,
N4,キャンセル,cancel,119,left,25,
N4,ファイル,file,119,left,26,
N4,ほぞん,保存,119,right,27,
N4,へんしん,返信,119,right,28,
N4,パソコン,personal compu- 1 ter 之略,119,right,31,
N4,けいざい,経済,120,left,01,
N4,ぼうえき,質易,120,left,02,
N4,さかん,盛ん,120,left,03,
N4,ゆしゅつ,輸出,120,left,04,
N4,しなもの,品物,120,left,05,
N4,とくばいひん,特売品,120,right,,
N4,バーゲン,bargain sale 之略,120,right,,
N4,ねだん,値段,120,right,,
N4,あがる,上がる,120,right,,
N4,くれる,上呉れる,120,right,,
N4,もらう,貰う,121,left,11,
N4,やる,道る,121,left,12,
N4,ちゅうし,中止,121,left,13,
N4,クレジットカード,credit card,121,right,04,
N4,こうきようりようきん,公共料金,121,right,05,
N4,しおくり,仕送り,121,right,06,
N4,おく,億,121,right,08,
N4,はらう,払う,121,right,09,
N4,おつり,お釣り,121,right,10,
N4,せいさん,生産,122,left,11,
N4,さんぎょよう,産業,122,left,12,
N4,わりあい,割合,122,left,13,
N4,せいじ,政治,122,left,00,
N4,しゅっせき,出席,122,right,03,
N4,せんそう,戦争,122,right,04,
N4,きそく,規則,122,right,,
N4,ほうりつ,法律,122,right,,
N4,やくそく,約束,122,right,,
N4,きめる,決める,122,right,,
N4,出3六上2,b3一22,123,left,10,reading_has_kanji_or_noise|MANUAL_REVIEW
N4,ちかん,痴漢,123,left,01,
N4,ストーカー,ストーカー,123,left,02,
N4,すり,,123,left,03,
N4,どろぼう,泥棒,123,left,04,
N4,こわす,壊す,123,right,05,
N4,つかまえる,捕まえる,123,right,06,
N4,みつかる,見付かる,123,right,00,
N4,なくす,無くす,123,right,10,
N4,おとす,沙とす,124,left,11,
N4,かじ,火事,124,left,12,
N4,きけん,危険,124,right,,
N4,あんぜん,安全,124,right,,
N4,いか,以下,125,left,01,
N4,いない,以内,125,left,02,
N4,いじょう,以上,125,left,03,
N4,たす,足す,125,left,04,
N4,たりる,足りる,125,left,05,
N4,おおい,多い,125,left,06,
N4,すくない,少ない,125,right,07,
N4,かたち,形,125,right,09,
N4,おおきな,大きな,125,right,10,
N4,ちいさな,小さな,125,right,11,
N4,こころ,心,126,left,01,
N4,きぶん,気分,126,left,03,
N4,きもち,気持ち,126,left,04,
N4,きょうみ,興味,126,left,05,
N4,あんしん,安心,126,right,,
N4,すごい,凄い,126,right,,
N4,すばらしい,素晴らしい,126,right,,
N4,こわい,怖い,126,right,,
N4,じゃま,邪魔,126,right,,
N4,しんばい,心配,127,left,11,
N4,はずかしい,恥ずかしい,127,left,12,
N4,ふくざつ,複雑,127,left,13,
N4,もてる,持てる,127,left,14,
N4,ラブラブ,lovelove,127,left,15,
N4,うれしい,嬉しい,127,left,01,
N4,たのしみ,楽しみ,127,right,02,
N4,よろこぶ,喜ぶ,127,right,03,
N4,わらう,笑う,127,right,04,
N4,ユーモア,humor,127,right,05,
N4,うるさい,燃い,127,right,06,
N4,おこる,和怒る,127,right,07,
N4,おどろく,驚く,127,right,08,
N4,かなしい,悲しい,128,left,00,
N4,さびしい,寂しい,128,left,00,
N4,ざんねん,残念,128,left,11,
N4,なく,泣く,128,left,12,
N4,ぴっくり,,128,left,13,
N4,でんぽう,電報,128,left,01,
N4,とどける,届ける,128,right,,
N4,おくる,送る,128,right,,
N4,しらせる,知らせる,128,right,,
N4,つたえる,伝える,128,right,,
N4,れんらく,連絡,128,right,,
N4,たずねる,尋ねる,128,right,,
N4,へんじ,返事,129,left,08,
N4,てんきよほう,天気予報,129,left,09,
N4,ほうそう,放送,129,left,10,
N4,おもいだす,思い出す,129,left,01,
N4,おもう,思う,129,left,02,
N4,かんがえる,考える,129,left,03,
N4,はず,,129,right,04,
N4,いけん,意見,129,right,05,
N4,しかた,仕方,129,right,06,
N4,しらべる,調べる,129,right,07,
N4,まま,,129,right,08,
N4,くらべる,比べる,129,right,09,
N4,ばあい,場合,129,right,10,
N4,へん,変,130,left,11,
N4,とくペつ,特別,130,left,12,
N4,だいじ,大事,130,left,13,
N4,そうだん,相談,130,left,14,
N4,によると,に拠ると,130,left,45,
N4,あんな,,130,left,16,
N4,なぜ,何故,130,right,,
N4,げんいん,原因,130,right,,
N4,りゆう,理由,130,right,,
N4,わけ,訳,130,right,,
N4,ただしい,正しい,131,left,06,
N4,あう,合う,131,left,07,
N4,ひつよう,必要,131,left,08,
N4,よろしい,宜しい,131,left,09,
N4,むり,無理,131,left,10,
N4,だめ,駄目,131,left,11,
N4,つもり,,131,left,12,
N4,きまる,決まる,131,right,03,
N4,はんたい,反対,131,right,14,
N4,けいけん,経験,131,right,,
N4,せつめい,説明,131,right,04,
N4,しょうち,承知,132,left,05,
N4,かまう,構う,132,left,07,
N4,うそ,嘘,132,left,08,
N4,かえる,変える,132,left,10,
N4,かわる,変わる,132,right,,
N4,かいわ,会話,133,left,01,
N4,はつおん,発音,133,left,02,
N4,ぶんぼう,文法,133,left,04,
N4,にっき,日記,133,left,05,
N4,ぶんか,文化,133,left,06,
N4,ぶんがく,文学,133,right,07,
N4,しょうせつ,小説,133,right,08,
N4,テキスト,text,133,right,09,
N4,まんが,温画,133,right,10,
N4,ほんやく,翻訳,133,right,01,
N4,きゅうに,急に,134,left,01,
N4,これから,,134,left,02,
N4,しばらく,暫く,134,left,03,
N4,ずっと,,134,left,04,
N4,そろそろ,,134,left,05,
N4,たまに,偶に,134,right,,
N4,とうとう,到頭,134,right,,
N4,ひさしぶり,久しぶり,134,right,,
N4,まず,先ず,134,right,,
N4,もうすぐ,もう直ぐ,134,right,,
N4,やっと,,135,left,11,
N4,きゅう,急,135,left,12,
N4,いっぱい,一杯,135,left,02,
N4,ずいぶん,随分,135,left,03,
N4,すっかり,,135,left,04,
N4,そんなに,,135,right,05,
N4,それほど,それ程,135,right,07,
N4,だいたい,大体,135,right,08,
N4,だいぶ,大分,135,right,09,
N4,ちっとも,,135,right,10,
N4,できるだけ,出来るだけ,135,right,01,
N4,なかなか,中々,136,left,12,
N4,なるべく,,136,left,13,
N4,ばかり,,136,left,14,
N4,ひじょうに,非常に,136,left,15,
N4,べつに,別に,136,left,16,
N4,ほど,程,136,left,17,
N4,ほとんど,殆ど,136,right,,
N4,わりあいに,割合に,136,right,,
N4,じゅうぶん,十分,136,right,,
N4,たしか,確か,137,left,02,
N4,かならず,必ず,137,left,03,
N4,かわり,代わり,137,left,04,
N4,きっと,,137,left,05,
N4,けっして,決して,137,left,06,
N4,こう,,137,left,07,
N4,しっかり,確り,137,left,08,
N4,とくに,特に,137,right,01,
N4,はっきり,,137,right,12,
N4,もし,若し,137,right,03,
N4,すると,,138,left,01,
N4,それで,,138,left,02,
N4,それに,,138,left,03,
N4,だから,,138,left,04,
N4,または,又は,138,left,05,
N4,けれど・けれども,,138,left,06,
N4,おき,置き,138,right,07,
N4,がつ,月,138,right,03,
N4,かい,会,138,right,,
N4,ばい,倍,138,right,,
N4,けん・げん,軒,138,right,,
N4,くん,君,139,left,13,
N4,さま,様,139,left,14,
N4,しき,式,139,left,17,
N4,せい,製,139,left,18,
N4,だい,代,139,left,19,
N4,だす,出す,139,right,20,
N4,にくい,難い,139,right,21,
N4,やすい,,139,right,22,
N4,すぎる,過ぎる,139,right,23,
N4,ながら,,139,right,25,
N4,かた,方,140,left,26,
N4,いらっしゃる,,140,left,01,
N4,おいでになる,,140,left,02,
N4,ごぞんじ,ご存知,140,left,03,
N4,ごらんになる,ご覧になる,140,left,04,
N4,なさる,,140,left,05,
N4,めしあがる,召し上がる,140,right,,
N4,いたす,致す,140,right,,
N4,いただく,頂く・戴く,140,right,,
N4,うかがう,伺う,140,right,,
N4,くださる,下さる,140,right,,
N4,さしあげる,差し上げる,141,left,12,
N4,はいけん,拝見,141,left,13,
N4,まいる,参る,141,left,14,
N4,ございます,,141,left,17,
N4,でございます,,141,right,18,
N4,おる,居る,141,right,09,
N4,ぞんじあげる,存じ上げる,141,right,20,
